 0.72385  0.18111  0.26728  0.11964  0.20374  0.76391  0.58481  0.38492  0.98963  0.67648  0.06162  0.83320
-1.24802 -0.00562 -0.43524 -0.04881 -1.41645 -0.29149 -0.58787 -0.86822 -0.78945 -0.28650 -1.45099 -0.63785
-0.19805 -0.21601 -0.94177 -0.76039 -0.84182 -0.09424 -1.46351 -1.36331 -1.48102 -1.01360 -0.71791 -1.07347
 0.32914  0.62788  0.51413  0.24765  0.21628  0.95054  0.64474  0.17240  0.96601  0.61528  0.87167  0.04767
-0.91567 -0.42086 -1.45535 -0.02597 -0.60953 -0.10671 -0.89974 -1.23304 -0.25473 -0.83681 -0.22598 -0.66723
-0.57870 -0.54297 -1.35395 -0.14944 -0.10396 -1.35139 -0.94291 -0.69628 -0.70209 -0.70778 -0.42933 -0.17786
-0.36836 -0.77442 -1.21497 -0.48892 -1.16581 -0.57229 -0.70776 -0.24049 -0.65106 -1.32074 -0.20093 -0.21284
 4.31032  3.94744  2.73888  3.74823  4.41224  3.54578  4.41671  2.90972  3.20713  3.73378  4.37884  2.79664
 0.50320  0.87134  0.34065  0.94051  0.86862  0.17891  0.38887  0.91935  0.95525  0.37444  0.25478  0.52082
 0.07970  0.82304  0.81607  0.17044  0.18953  0.18548  0.63018  0.06513  0.53032  0.05269  0.30050  0.64474
-0.71147 -0.35884 -1.14341 -0.24553 -0.27602 -0.12935 -1.29062 -0.90892 -1.11643 -0.11617 -1.00091 -0.55943
 0.58830  0.73951  0.19238  0.57003  0.60906  0.45749  0.83920  0.26395  0.59639  0.05616  0.30147  0.77314
 0.71002  0.20164  0.96817  0.96711  0.37901  0.60011  0.15913  0.41639  0.99924  0.28775  0.28480  0.18438
 0.84381  0.24583  0.30191  0.72736  0.94371  0.66442  0.63432  0.70106  0.80514  0.99519  0.95393  0.18665
-0.02107 -1.26480 -1.15236 -0.13926 -0.42329 -0.43695 -0.44074 -0.57729 -1.13554 -0.60381 -1.15495 -1.37510
 3.43149  3.91408  4.48799  3.79828  2.61101  3.05855  4.15801  3.05972  3.14642  2.81128  2.51877  4.02425
-1.19697 -1.23746 -0.32908 -1.36112 -0.27078 -0.65950 -0.89394 -0.55718 -0.47786 -0.53365 -1.42765 -0.33848
 0.04186  0.79121  0.34334  0.32785  0.40522  0.73042  0.27213  0.35531  0.23878  0.92568  0.94163  0.04444
-0.95882 -0.24726 -0.08618 -0.59506 -0.39546 -1.35507 -0.39313 -0.39167 -1.29172 -1.09600 -0.29139 -0.73086
 0.25519  0.58257  0.77417  0.63506  0.81962  0.65525  0.44201  0.22674  0.04628  0.92099  0.24379  0.35296
-0.54477 -0.33283 -0.04289 -0.27307 -0.54566 -0.61613 -0.74584 -1.19755 -1.01797 -0.82383 -0.70523 -0.19451
-1.40904 -0.09443 -1.18870 -0.71512 -0.97490 -0.80443 -0.91643 -0.27659 -1.10348 -0.70932 -0.12363 -0.89029
 0.08946  0.02386  0.96329  0.96244  0.47564  0.88981  0.12270  0.14078  0.04713  0.81322  0.84803  0.69051
-0.13243 -0.65450 -0.87368 -0.96224 -1.11196 -0.92023 -1.19435 -1.37904 -0.11631 -0.29896 -0.10576 -0.04708
 0.54439  0.13208  0.26384  0.33192  0.54080  0.28902  0.03894  0.97908  0.30978  0.09680  0.61653  0.44997
 3.17987  3.17771  4.19959  4.19823  3.40165  4.43166  4.20701  2.54239  3.45182  2.86026  2.72082  2.87705
 0.58943  0.65754  0.13769  0.57742  0.73532  0.32170  0.51328  0.90663  0.82158  0.22781  0.72308  0.22197
 0.89657  0.17206  0.40126  0.88118  0.11601  0.51109  0.22082  0.34703  0.34611  0.34417  0.88506  0.73146
 4.21409  3.91518  3.95912  3.94295  4.04126  3.16146  3.68795  4.35252  2.99730  2.77417  2.84894  3.19899
 0.00086  0.42102  0.16603  0.10631  0.02895  0.51553  0.52425  0.51007  0.28629  0.35399  0.82741  0.29841
 3.05302  3.05240  3.35327  3.70175  4.41619  3.77952  4.06105  3.47136  4.07172  3.93080  3.62302  2.94737
 0.25981  0.26320  0.91418  0.40702  0.85926  0.80338  0.87511  0.86843  0.28394  0.02312  0.36682  0.20466
-0.47568 -1.17672 -0.00027 -1.44707 -1.25088 -1.19301 -0.50065 -0.88269 -1.01586 -0.60517 -0.06118 -0.49121
 3.29061  4.13629  2.75296  3.08373  4.01709  2.61088  4.45214  3.24318  3.12073  3.01419  4.37291  4.11831
 3.98881  2.94517  2.80385  2.90830  4.05035  3.18498  3.76004  3.30381  3.43853  4.37883  4.25939  3.12146
 2.58695  3.76956  2.87169  2.85886  2.72384  2.70999  3.39394  3.89197  4.21014  2.74988  3.01174  4.35423
-0.76470 -1.09873 -1.18847 -0.62811 -0.41869 -1.32032 -0.59836 -0.01528 -1.32804 -1.02849 -0.58517 -1.44896
-0.53854 -1.22334 -0.45777 -0.62162 -1.25405 -0.31283 -0.73463 -0.88491 -1.03039 -1.46814 -1.08338 -0.38242
-0.37710 -0.97040 -0.69863 -0.13821 -0.07358 -0.14075 -0.04715 -0.21824 -1.05741 -0.64687 -0.53829 -0.32092
 2.59644  3.50010  2.73579  2.91848  2.70325  2.72179  3.14079  3.56246  4.23472  2.58237  3.56527  3.95854
 4.15896  3.13812  3.32302  3.27400  4.32347  2.93130  3.73720  3.80005  3.23216  3.78568  2.88242  3.67721
 3.49181  3.31901  3.34791  3.54923  2.78603  3.76564  3.73741  3.43341  3.31800  2.82638  3.47964  3.06789
 3.68567  2.52124  2.97316  3.65322  4.08438  4.27799  3.57064  3.28492  3.88063  3.06600  4.10960  2.86886
 3.36828  3.68007  4.25491  3.64563  2.78322  4.10251  2.75835  3.95302  3.67634  4.15221  3.30708  3.98112
-0.21401 -1.37710 -0.43171 -0.41293 -0.00635 -0.39983 -1.45731 -0.78427 -0.76412 -1.31841 -1.37431 -0.63703
-1.00965 -0.24958 -0.07953 -0.40838 -0.94679 -1.10301 -1.43992 -1.27104 -0.68940 -0.65833 -1.00999 -0.37382
-0.45366 -1.00415 -0.41087 -0.83907 -0.82271 -0.86075 -0.31837 -1.03356 -1.41390 -0.31101 -1.08487 -1.31837
 0.07730  0.69041  0.22799  0.91061  0.87345  0.41070  0.52746  0.15536  0.92181  0.18319  0.66670  0.72614
-0.50595 -0.13249 -0.04973 -0.25984 -0.36580 -0.41684 -0.73610 -0.52779 -0.27339 -0.62111 -1.37657 -0.21685
 0.90936  0.50658  0.52610  0.78567  0.14519  0.74663  0.95572  0.40223  0.00546  0.17443  0.41277  0.25739
 0.98092  0.16085  0.18051  0.11513  0.24813  0.57483  0.14905  0.01105  0.75868  0.39854  0.65081  0.08854
 3.72225  3.89431  4.21768  2.94430  4.45963  2.67945  3.64954  3.76142  2.66027  4.37936  3.36054  3.27387
 3.36647  4.41495  3.32135  3.62686  4.04644  4.20626  3.77636  3.06532  3.84743  4.05458  2.78315  3.72627
 0.26562  0.52307  0.74840  0.16031  0.43815  0.05448  0.66185  0.47994  0.36067  0.04420  0.93893  0.34635
-1.29303 -1.29424 -0.09596 -0.51325 -0.06817 -0.63689 -0.79136 -0.33406 -0.86939 -0.90628 -0.98021 -0.16680
-0.65259 -1.47800 -1.27363 -0.38881 -0.42046 -0.83144 -0.97715 -0.45609 -0.50302 -0.26658 -0.37894 -1.24105
-0.83832 -0.79879 -1.21415 -1.20649 -0.20803 -0.29867 -1.38367 -1.40647 -0.86296 -1.46679 -0.68709 -0.32304
-0.68475 -0.61286 -0.84201 -0.10984 -1.07178 -0.65035 -0.15249 -0.41564 -0.10249 -0.41647 -1.49949 -1.05739
-0.82517 -0.67686 -0.88841 -1.24934 -0.85270 -1.44198 -0.24516 -1.32395 -1.29404 -0.99957 -0.59656 -1.28399
 4.04656  4.24720  3.43133  2.50866  4.05458  3.44922  3.71196  4.17540  4.00769  2.88279  2.93911  2.89045
